Episode,Character,Line
The Beast with a Billion Backs Part 4,,
Bender's Game Part 1,,
Bender's Game Part 1,Cubert," Yes, 10!"
Bender's Game Part 1,Dwight," Well done, Cubonius. You decapitated the unicorn."
Bender's Game Part 1,ALL, All right.
Bender's Game Part 1,Chinese Boy," Oh, oh! We search his tail pouch for treasure."
Bender's Game Part 1,Dwight," Deep in the unicorn's rump sack, you find... [The boys gasp as he rolls the dice.] 60 gold pieces."
Bender's Game Part 1,Chinese Boy," Oh, my God! Oh, my God! Oh, my God!"
Bender's Game Part 1,Cubert, I cast a spell of detect magic.
Bender's Game Part 1,Bender," [Walking over to the table.] What you doing, mini-meatbags? Underage gambling? Shame on you. Count me in. [He places a wad of cash on the table.]"
Bender's Game Part 1,<poem>Dwight, We're not gambling. We're playing Dungeons & Dragons.
Bender's Game Part 1,Cubert," Right now, we're fighting for our lives in the lair of the Dragon Queen."
Bender's Game Part 1,Bender," Ah, wrong. Right now you're ass-deep in a folding chair."
Bender's Game Part 1,Cubert," Yes, but in my imagination I'm riding a golden Pegasus. Giddy up, Sparky! [He rides the chair like a horse.]"
Bender's Game Part 1,<poem>Bender, [Sitting down.] Am I the only one seeing him sitting here with peanut butter on his face?
Bender's Game Part 1,Dwight," Bender, were you built without an imagination?"
Bender's Game Part 1,Bender," What? Don't be stupid, of course not. It just hasn't descended yet."
Bender's Game Part 1,Bender," Fry, do I have an imagination?"
Bender's Game Part 1,Fry," I don't know, Bender. Why do you ask? Were the other boys making fun of you?"
Bender's Game Part 1,Bender, Mhmm. They said I couldn't imagine things.
Bender's Game Part 1,Fry," Well, you never know unless you try. Like, I didn't know if I could swallow a softball, so I gave it my best shot and voilà! [He lifts his shirt to reveal a large lump in the middle of his abdomen.] Wait, that's not it. [He twists to the left a bit to reveal a second hump.] Ah, thar she blows!"
Bender's Game Part 1,Ship's Computer (while beeping)," Warning, out of dark matter fuel."
Bender's Game Part 1,Leela, That's not a warning. A warning is supposed to come before something bad happens.
Bender's Game Part 1,Ship's Computer (with a more stern alarm)," Warning, engines will shut down in one second."
Bender's Game Part 1,Leela, That's more like it.
Bender's Game Part 1,Fry, Uh-oh. This space neighborhood looks kind of sketchy.
Bender's Game Part 1,Punk, [He flies onto the front of the ship and yanks off the hood ornament.] Rock 'n' roll.
Bender's Game Part 1,Bender," Hey, that punk stole our hood ornament. Now no one will know we have the LX package."
Bender's Game Part 1,Leela," We need dark matter and we need it fast. Fry, check Nibbler's litter box. Maybe he dropped a steamer."
Bender's Game Part 1,Fry," Aye, aye, Captain. Yes! I've never been so excited to see poop. Well, maybe once."
Bender's Game Part 1,ALL, [Cheering]
Bender's Game Part 1,Bender, There's gas in our ass.
Bender's Game Part 1,Leela, Can you believe the price of dark matter? It'd be cheaper to fill the tank with Nobel Prize winners' sperm.
Bender's Game Part 1,MOM COMPUTER, $632.14. Your Speedpass will now be charged.
Bender's Game Part 1,Leela, You lousy...
Bender's Game Part 1,Sal," Hey, gets a loads of that ugly ship. What shades of green is that? Puke?"
Bender's Game Part 1,Leela, For your information it's called Electric Mucus.
Bender's Game Part 1,Hoschel, More like puke.
Bender's Game Part 1,Sal, Whoa!
Bender's Game Part 1,Leela, Why don't you come a little closer so my boot can hear you?
Bender's Game Part 1,Bender," [Restraining her.] Calm down, Leela. You can vent tonight on your blog."
Bender's Game Part 1,Sal," What's the matters, you couldn't affords the LX package?"
Bender's Game Part 1,Hoschel, Puke-a-doodle-do.
Bender's Game Part 1,Leela," You're making fun of our ship? Your ship is the most beat-up thing I've ever seen, and I've seen Mickey Rourke's head."
Bender's Game Part 1,Sal," Yeah, she's a little Rourky, but you got to gets big time ugly to be five-time winners at a demolition derby."
Bender's Game Part 1,Fry, That's five more times than we've won or even entered.
Bender's Game Part 1,Bender, We do suck.
Bender's Game Part 1,Sal," Yup, and it's gonna be six winses after tonights."
Bender's Game Part 1,Leela, We'll sees abouts that.
Bender's Game Part 1,Hermes," Dark matter costs have tripled, so we must reduce expenses. Therefore, we will no longer provide complimentary porno magazines in the lounge."
Bender's Game Part 1,Scruffy, Dern it.
Bender's Game Part 1,Farnsworth," And no more wasting fuel. From now on I'll be keeping a tight hold on the keys to the ship, swallowing them before I go to bed and recovering them the next morning."
Bender's Game Part 1,Amy, Splech!
Bender's Game Part 1,Hermes," Professor, it's 4 00."
Bender's Game Part 1,Farnsworth," 4 00 in the evening? Then, good night. [He swallows the keys.]"
Bender's Game Part 1,,
Bender's Game Part 1,[Scene, Locker Room. The crew is showing.]
Bender's Game Part 1,,
Bender's Game Part 1,<poem>Leela, I don't care what the Professor says. We're entering that demolition derby to prove our ship isn't a piece of junk.
Bender's Game Part 1,Zoidberg, But won't that turn our ship into a piece of junk?
Bender's Game Part 1,Bender," Shut up, Zoidberg. He's right, Leela."
Bender's Game Part 1,Leela, But we have no choice. Rednecks insulted us.
Bender's Game Part 1,Fry, So? Let it go. Don't let your temper get the better of...
Bender's Game Part 1,Leela, [Grabbing Fry and shaking him senseless.] Rednecks!
Bender's Game Part 1,Zoidberg," Using this magneto, I will now guide the keys up the thorax and out via the frontal face hole. That's the storage locker, the boat, the other boat, pay dirt!"
Bender's Game Part 1,Rich Little (VO)," Greetings, sports fans. Though whether this outpouring of inbreds can in fact be classified as a sport is a subject of no small scholarly debate."
Bender's Game Part 1,Sal," Well, wells, well, if it ain'ts Princess Pukerella and her pukey puke-mobile."
Bender's Game Part 1,Leela," Oh, yeah? Well... Shut up."
Bender's Game Part 1,Bender," -Good comeback, Leela."
Bender's Game Part 1,Leela," You shut up, too."
Bender's Game Part 1,Rich Little," Rich Little, here, as Howard Cosell. And now to grace us with its rendition of the national anthem, please welcome what is left of the Dixie Chicks after their tragic matter transporter accident."
Bender's Game Part 1,The Dixie Chicks, We're in horrible pain.
Bender's Game Part 1,'Rich Little, And we are underway.
Bender's Game Part 1,Sal, Whoas!
Bender's Game Part 1,Leela, Yes! Now we're inflicting.
Bender's Game Part 1,Rich Little (VO), Outstanding! Tonight we are witnessing a veritable clinic and that ludicrous hullabaloo known as demolition derby.
Bender's Game Part 1,George Takei," [While smacking into a ship piloted by Scott Bakula.] Way to kill the franchise, Bakula. [He hits him one more time and then sees it explode. Not long after, Takei's ship explodes as well.]"
Bender's Game Part 1,[Sal and Leela are the only two ships left. They struggle to travel towards each other.],
Bender's Game Part 1,<poem>Rich Little (VO)," Ladies and gentlemen, we are down to our final two ships. In the storied annals of demolition derby, today will surely be remembered, if only as the day upon which I was absorbed (Shows Rich Little.) into that hideous conglomeration once known as the Dixie Chicks."
Bender's Game Part 1,Leela, Buckle your sphincters.
Bender's Game Part 1,Sal, That broad's insanes.
Bender's Game Part 1,Hoschel," But you're insansier, right?"
Bender's Game Part 1,Sal," Nah, I guess nots. I've decideds to relax and enjoy life from now ons."
Bender's Game Part 1,Rich Little, Planet Express takes the trophy.
Bender's Game Part 1,Leela," Now, I'll use the magnet to get the keys back in there."
Bender's Game Part 1,Zoidberg, What? You mean I cut a big hole in him for nothing? [He begins placing organs back in Farnsworth's body.]
Bender's Game Part 1,<poem>Leela," Don't worry, the Professor won't even remember that he has a spaceship. [She gasps as Farnsworth enters with Hermes.]"
Bender's Game Part 1,<poem>Farnsworth," Ah, my precious spaceship! Come, friends. Let's take her for a spin to the malt shop like old times."
Bender's Game Part 1,Leela (Into her Wristlojakimater), Leela to Zoidberg. Execute Distraction Protocol Alpha.
Bender's Game Part 1,Zoidberg (From Wristlojakimater), Roger that.
Bender's Game Part 1,Zoidberg, Look at me! Look at me! Look at me! Look at me! Ooh! [He falls and lands against the curtain. A torch sits next to him.] Don't look at me.
Bender's Game Part 1,Farnsworth," Yes, she's a wonderful ship, all right. As beautiful now as the day I got botched laser eye surgery. [He looks at the floor.] Now, that's odd. What's the fuel gauge doing on the fl... [He gasps as he sees the gauge points at the notch just below the ""Full"" mark.] Great Godzilla's gonads! Who wasted precious fuel? Answer now or be punished."
Bender's Game Part 1,Leela," All right, fine. I admit it."
Bender's Game Part 1,Farnsworth, You will be punished.
Bender's Game Part 1,Chinese Boy," Oh, my gosh, 20!"
Bender's Game Part 1,Dwight," Your pole arm does double damage, and the gelatinous cube dies in horrible poverty. [He makes dying noises.]"
Bender's Game Part 1,[The boys all cheer.],
Bender's Game Part 1,<poem>Cubert, I proceed to cast a spell of darkness.
Bender's Game Part 1,Indian Boy, Most ingenious.
Bender's Game Part 1,Chinese Boy," Ah, Bender?"
Bender's Game Part 1,Bender," Me? I, uh cast a spell of darkness. [He makes ghostly noises.] Pretty imaginative, huh?"
Bender's Game Part 1,Cubert," No, you just did the same thing as me, but with a dumb noise."
Bender's Game Part 1,Bender, Oh... You're right. I'm great in every way except I have no imagination. All I ever wanted is to play this magical game and I can't.
Bender's Game Part 1,Dwight," Yes, you can. You just have to lose yourself in the fantasy. You have to believe the impossible is merely preposterous."
Bender's Game Part 1,Bender," Okay. Here goes. Visor down. I believe, I believe. [He makes ghostly noises again.] I did it! I imagined something. For 1.3 milliseconds, I truly believed I was a noble robot in days of yonder."
Bender's Game Part 1,Chinese Boy," Way to go, Bender."
Bender's Game Part 1,Cubert," What is thy character's name, good sir?"
Bender's Game Part 1,Bender," Uh, um... I am Titanius Anglesmith, fancy man of Cornwood."
Bender's Game Part 1,Farnsworth (Angrily), Everybody out of the conference room. I am calling a conference. (To the crew ) Everybody get in here. [Cut to Leela standing with the crew and Farnsworth.] You wasted precious fuel just because you were insulted by some redneck yokel from beyond the stars?
Bender's Game Part 1,Leela, It was only half a ball.
Bender's Game Part 1,Farnsworth, That's not the point. Your temper is out of control. And to think I'd have never even known if it weren't for the lengthy and unsolicited tattling of Dr. Zoidberg.
Bender's Game Part 1,Zoidberg, She also took home two rolls of Scotch tape.
Bender's Game Part 1,Farnsworth," Thank you, Dr. Zoidberg. Hermes, incentivize that employee.[Hermes throws a fish into Zoidberg's mouth.] As for you, Leela, I'm letting you off with a warning."
Bender's Game Part 1,Leela," Oh, thank you."
Bender's Game Part 1,Farnsworth," A warning that will be administered by this 50,000-volt shock collar."
Bender's Game Part 1,Leela," Zoidberg, I'm gonna put my boot so far up your cloaca, you'll be... [She is shocked.] Ow!"
Bender's Game Part 1,Farnsworth, The collar will be triggered any time your thoughts turn to violence. [She is shocked.]
Bender's Game Part 1,<poem>Leela, Ouch!
Bender's Game Part 1,Farnsworth, Profanity.
Bender's Game Part 1,Leela, Son of a... [She is shocked.] Ow!
Bender's Game Part 1,Farnsworth, Or perversions of a sexual nature.
Bender's Game Part 1,Leela," [She is silent for a moment, then is shocked.] Ow!"
Bender's Game Part 1,Hermes, It's the only collar they had in stock at Office Depot.
Bender's Game Part 1,Zoidberg, I hope you picked up some Scotch tape while you were there.
Bender's Game Part 1,Bender, That's a good one.
Bender's Game Part 1,Narrator," Imagine, if you will, an announcer you can barely understand. He refers to a... *incoherent mumbling* But you're not quite sure what he said. He seems to be eating something, or perhaps he's a little drunk. It's remotely possible that he just said something about... The Scary Door."
Bender's Game Part 1,Soldier," Firing, sir!"
Bender's Game Part 1,Soldier, It's all over. Our guns and bombs are useless against the aliens.
Bender's Game Part 1,Farmer, The saucers! Theys'a crashin'!
Bender's Game Part 1,Narrator," In the end, it was not guns or bombs that defeated the aliens, but that humblest of all God's creatures, the Tyrannosaurus Rex."
Bender's Game Part 1,Leela," I can't believe TiVo suggested that piece of... [She is shocked.] Ow! Come on, Hermes. Surely you have the authority to remove this damn [The collar shocks her, but it goes unnoticed.] collar."
Bender's Game Part 1,Hermes," Alas, no. I got the key but not the authority."
Bender's Game Part 1,Leela," [She reaches for the key and gets shocked.] Yeow! Well, who does have the authority?"
Bender's Game Part 1,Hermes, Only the staff doctor. You'll have to convince him that you have resolved your anger issues.
Bender's Game Part 1,Leela, I don't have any god da- [Shock.] mother f- [Shock.] anger issues. [Smoke is coming from the collar.]
Bender's Game Part 1,,
Bender's Game Part 1,[Scene, Bender and the boys are playing Dungeons & Dragons.]
Bender's Game Part 1,,
Bender's Game Part 1,<poem>Dwight, As your dwarf-skin canoe rounds a bend you suddenly see... [He rolls the dice.] A terrifying red dragon.
Bender's Game Part 1,Indian Boy, What do we do? What do we do?
Bender's Game Part 1,Bender," Wait, I know. I make use of my rod of fireballs. [He makes explosion noises.]"
Bender's Game Part 1,Cubert, [He scoffs.] Everyone knows red dragons are immune to fireballs as well as all other forms of incendiary attack.
Bender's Game Part 1,Bender," Yes, but I aim not at the dragon but at the river itself to create a shroud of steam through which we can escape."
Bender's Game Part 1,ALL, Whoa!
Bender's Game Part 1,Dwight," [He rolls the dice.] Sweet pony of Sierra Leone, it worked!"
Bender's Game Part 1,Chinese Boy, We did it!
Bender's Game Part 1,Cubert, Success!
Bender's Game Part 1,Fry," Bender, smell this milk."
Bender's Game Part 1,Bender," I go not by the name of Bender, you fleshy fool. I am Titanius Anglesmith, fancy man of Cornwood."
Bender's Game Part 1,Fry," Professor, something's bothering me."
Bender's Game Part 1,Monkey (In Farnsworth's Voice)," Well, you can always talk to me about anything, Fry. What's on your mind?"
Bender's Game Part 1,Fry," Well, it's... it's about my friend Bender."
Bender's Game Part 1,Farnsworth Monkey, Mmm. I see. Show me on this anatomically correct doll exactly where he touched you.
Bender's Game Part 1,Fry," No, it's nothing like that. It's just that I am worried about him. He's being playing an awful lot of Dungeons & Dragons."
Bender's Game Part 1,Farnsworth Monkey," Dungeons &... Good God! Hasn't he seen the Afterschool Special? You've got to talk to him, Fry. Make him quit now before he completely loses his mind."
Bender's Game Part 1,Fry," Okay, I will."
Bender's Game Part 1,Farnsworth Monkey, Good boy. Just don't let him touch you down there.
Bender's Game Part 1,Zoidberg," Well, here's your problem, right here. You've got a skull embedded in your head."
Bender's Game Part 1,Leela," [Annoyed sigh.] You're absolutely right, Doctor. Can the collar come off now?"
Bender's Game Part 1,Zoidberg," Let me just peel your head a little and see if I can get that skull out. [He pulls a large potato peeler. He prepares to ""fix"" Leela's problem, but she gets angry and activates the shock collar while kicking the utensil out of his grip. It flies into the groin of an upside down poster of the human body.]"
Bender's Game Part 1,<poem>Zoidberg," So, you tell me, little miss expert, why always with the temper? Calm down for once and think. Here, enjoy a relaxing spritz from my empathy bladder. [She is squirted with a light green liquid and the collar emits a shock. Leela isn't phased by it.]"
Bender's Game Part 1,<poem>Zoidberg," What is it, already? What's the cause of your anger?"
Bender's Game Part 1,Leela," I guess I would have to say, I hate you. [The collar emits a shock.]"
Bender's Game Part 1,<poem>Zoidberg, I'm beginning to understand. It all goes back to your parents.
Bender's Game Part 1,Leela, What? [The collar is intermittently shocking her now.]
Bender's Game Part 1,<poem>Zoidberg, They pushed you to study medicine when all you ever wanted was to be a song-and-dance man. [He dances around and sings a tune then falls to his knees and sobs.] Why? Whyyy?
Bender's Game Part 1,Leela, I was raised in an orphanarium. My parents are sewer mutants who I never even met until a few years ago.
Bender's Game Part 1,Zoidberg," Then you've got to go to them and work this song-and-dance stuff out. Maybe have them cook me nice dinner. No scallions. I hate them. (To an intercom ) Amy, cancel my appointments."
Bender's Game Part 1,Amy (From intercom), Stop calling me.
Bender's Game Part 1,Fry," Bender, please don't get mad, but I think you might be playing too much Dungeons & Dragons."
Bender's Game Part 1,Bender," You're absolutely right, Fry. I almost went insane, but after this heart-to-heart talk, I've decided to quit."
Bender's Game Part 1,Fry, Really? Whew! That's a load off my toad.
Bender's Game Part 1,Bender," Now, if you'll excuse me. [He places the pot on his head.] I'm off to slay the werewolf of Goblin Mountain. [He waves his arms around, makes gibbery noises and dives head first out the window. Cut to Hermaphrobot screwing her left breast in place under a street light. Bender falls in front of her, gets up and pulls a sword out from his chest.]"
Bender's Game Part 1,<poem>Bender," On guard, man-wench! Prepare to cross blades."
Bender's Game Part 1,Hermaphrobot," You couldn't afford it, honey. [She snaps her fingers.]"
Bender's Game Part 1,[Cut to Nibbler moving litter to cover of a fresh ball of Dark Matter. Bender jumps next to litter box and startles him.],
Bender's Game Part 1,<poem>Bender," Foolish leprechaun, I scoop your treasure in the name of the fancy men. [He scoops Nibbler's poop and dumps it in his chest.]"
Bender's Game Part 1,Hermes (from off screen), He also left a small pile of treasure on the living room rug.
Bender's Game Part 1,Bender," Foul dragon, meet thy doom."
Bender's Game Part 1,Turanga Munda," Would you like a napkin, Doctor?"
Bender's Game Part 1,Zoidberg, Thank you.
Bender's Game Part 1,Leela," Satisfied, Zoidberg? My relationship with my parents is fine."
Bender's Game Part 1,Turanga Munda," Now, hold on, Leela. Maybe this torture collar is good for you."
Bender's Game Part 1,Leela, What? [ she is shocked.] Ow!
Bender's Game Part 1,Turanga Munda, It'll control your temper. Men like a woman who's not always slamming their head in the car door.
Bender's Game Part 1,Turanga Morris, She's right. That's what first attracted me to your mother. [He laughs and Leela's collar emits a shock.]
Bender's Game Part 1,<poem>Turanga Munda," So, Leela, I understand your friend here is a physician, and I'm not seeing a ring on his claw."
Bender's Game Part 1,Leela," Mom, he's a cockroach from outer space. [A large shock is dispensed and Leela screams.]"
Bender's Game Part 1,<poem>Zoidberg," Good, Leela, work that anger out. Excuse me a moment, I'm swarming with parasites. [He sticks his fork under a flap on his chest and many bugs crawl around it. There is a knock on the window, Turanga Morris answers it.]"
Bender's Game Part 1,<poem>Turanga Morris," Hey, it's what's-his-name from the surface. The bi-clops."
Bender's Game Part 1,Fry," Ha-have you seen Bender? He's gone nuts. Also, smell this milk."
Bender's Game Part 1,Bender, Prepare for a surprise attack.
Bender's Game Part 1,Zoidberg, Someone do something.
Bender's Game Part 1,Leela," I would, but... [She is shocked.] Ow! Take my collar off."
Bender's Game Part 1,Zoidberg," I can't, I'm still eating. [He shovels food into his mouth and Bender attacks him by smashing his head with the shield.] Help me, Leela."
Bender's Game Part 1,Bender," I cast upon thee a spell of fireball! [He burps behind a lit candle in Leela's direction. The fireball sets the couch, then house on fire. Bender has them cornered and uses his arm as a bow to fire utensils at the group. The all struggle to dodge the shots, but a spoon strike Zoidberg in the forehead. Bender readies to fire a spork.]"
Bender's Game Part 1,<poem>Zoidberg, No. Not the spork.
Bender's Game Part 1,Fry," [Standing in front of the group with a ladle in his hand.] Beholdeth, Titanius, I cast a freeze ray upon you."
Bender's Game Part 1,Bender," [He scoffs.] That's ridiculous. There's no such thing as a ""freeze ray."" What, you mean a cone of coldness?"
Bender's Game Part 1,Fry," Yeah, that."
Bender's Game Part 1,Bender, No! No! Fancy men are defenseless against cone of coldness. [He acts like he's about to freeze.] I'm freezing... what? Ah! [His body goes ridged and falls over.]
Bender's Game Part 1,<poem>Fry," Bender, no. When will young people learn that Dungeons & Dragons won't make you cool?"
Bender's Game Part 1,Zoidberg," Relax, Fry. I'm a doctor. I'm sure the robut will be just fine with a little help."
Bender's Game Part 1,Bender," Help, help. [Cut to reveal he's in a padded cell in a straight jacket.] (Echoing ) Help! [Cut to show the exterior of his cell. Cut to exterior shot of the HAL Institute - For Criminally Insane Robots.]"
Bender's Game Part 1,,
Bender's Game Part 2,,
Bender's Game Part 2,Roberto," Previously, on Futurama. Hah-haa! [he stabs the camera]"
Bender's Game Part 2,Dwight, A terrifying red dragon!
Bender's Game Part 2,Bender, I make use of my rod of fireballs. [He makes explosion noises.]
Bender's Game Part 2,Farnsworth, The collar will be triggered any time your thoughts turn to violence. [She is shocked.]
Bender's Game Part 2,Leela, Ouch!
Bender's Game Part 2,Fry," Bender, I think you might be [visuals cut to Bender running around with a sword, wearing a pot on his head. A bus hits him] playing too much Dungeons & Dragons."
Bender's Game Part 2,Bender," You're absolutely right, Fry. [visuals cut back to the kitchen] Now, if you'll excuse me. [He places the pot on his head.] I'm off to slay the werewolf of Goblin Mountain. [He waves his arms around, makes gibbery noises and dives head first out the window.]"
Bender's Game Part 2,,
Bender's Game Part 2,Dr. Perceptron," Please, send in the patient."
Bender's Game Part 2,Intercom Assistant," Yes, Doctor. [An arm extends out a pulls a lever on the desk. Bender falls from a door in the ceiling, still in the straight jacket, into a chair.]"
Bender's Game Part 2,Bender, Wee!
Bender's Game Part 2,Dr. Perceptron," So, (Low monotone voice ) Bender, (Normal voice )I understand you're having trouble separating fantasy from reality."
Bender's Game Part 2,Bender, Says who? Was it the bugbear? Is he talking about me again?
Bender's Game Part 2,Dr. Perceptron, I understand. Commence therapy. [He pushes a button on his clip board. A hammer comes down from the door in the ceiling and begins striking Bender on the head.]
Bender's Game Part 2,Fry, Poor Bender. Says here to tell his friends he's at a spa.
Bender's Game Part 2,Amy, So what happened to Bender?
Bender's Game Part 2,Fry, He's at a spa.
Bender's Game Part 2,Amy," Wow, there's a spa in the nut house?"
Bender's Game Part 2,Zoidberg," Friends, friends, stop everything. There's food in this shaker. [He begins sucking the salt out of a salt shaker, accidentally swallows it and sneezes mucus all Leela, who becomes angry and is administered a shock.]"
Bender's Game Part 2,Leela, Ow! Can you please remove this anger collar?
Bender's Game Part 2,Hermes, Are you still angry?
Bender's Game Part 2,Leela (Assuring), No. [She is shocked.] Ow!
Bender's Game Part 2,Hermes, It also shocks you when you lie.
Bender's Game Part 2,Farnsworth," Quiet, everyone. The network news is on and if I, a 165-year-old man, don't watch it, who will?"
Bender's Game Part 2,Morbo," Thankfully, the amazing talking horse was rescued and safely returned to the meat department."
Bender's Game Part 2,Linda," [She laughs.] Turning to the less stupid portion of our broadcast, fuel prices hit an all-time high today due to the ongoing dark matter shortage."
Bender's Game Part 2,Morbo," Earlier, our own Morbo sat down with Mom, CEO of Mom's Friendly Multinational Energy Conglomerate."
Bender's Game Part 2,Morbo," [He sips his tea.] Morbo the Annihilator, here, sitting down to a delightful tea in this fake living room set. (Shouting ) Thank you for joining us, Mom."
Bender's Game Part 2,Mom," My pleasure, sugarplum."
Bender's Game Part 2,Morbo," Mom, you control the world's only dark matter mine. Why are fuel prices so high?"
Bender's Game Part 2,Mom," Oh! It's terrible, isn't it? Dark matter is just so rare nowadays, but we'll keep pinching loaf after loaf from the bowels of the earth, even if I lose money on every log."
Bender's Game Part 2,Morbo," If you are losing money, how did you post record profits last quarter?"
Bender's Game Part 2,Mom," You look thin, care for one of my famous pecan clusters?"
Bender's Game Part 2,Morbo," [He reaches for one, but hesitates.] Morbo shouldn't. It will go straight to Morbo's gargantuan forehead. Oh, what the heck? I guess I could destroy one or two of them. [He devours the entire plate and all of the cookies.]"
Bender's Game Part 2,Mom, Do people care enough to drill for dark matter even in an Alaskan wildlife refuge? People do.
Bender's Game Part 2,Farnsworth," Greedy old hag, taste the wrath of my fuzzy slipper. [He hurls the slipper toward the TV, but it doesn't make it and floats to the ground.]"
Bender's Game Part 2,Leela," Professor, why are you so hot and dusty over this dark matter shortage?"
Bender's Game Part 2,Farnsworth," Oohh... I bet you'd like to know. I bet you'd like to know, indeed."
Bender's Game Part 2,Walt," Hello, Mother. How did the interview go?"
Bender's Game Part 2,Mom, It made me want to puke my face off. Where's my Thigh Blaster?
Bender's Game Part 2,Larry," Right here, Mom."
Bender's Game Part 2,Mom, Shut up!
Bender's Game Part 2,Larry," Okay, thank you."
Bender's Game Part 2,Mom," Burn, you damn thighs. Burn!"
Bender's Game Part 2,Igner," Mommy, are you upset 'cause of the dark matter shortage?"
Bender's Game Part 2,Mom," There is no shortage, you moronic ass-brain!"
Bender's Game Part 2,Inger, There's not? But you said...
Bender's Game Part 2,Mom, [She sighs.] Allow me to explain. Suppose this hand represents current reserves of dark matter and this hand represents consumer demand.
Bender's Game Part 2,Igner, Uh-huh.
Bender's Game Part 2,Farnsworth, I just bet you'd like to know why I'm so angry about this dark matter shortage. I bet very much you'd like to know.
Bender's Game Part 2,Amy," You're right, Professor. We would like to know."
Bender's Game Part 2,Farnsworth," Really? I didn't think anyone was interested. It all started 30-odd years ago. [Farnsworth starts a VO. Fade to a flashback of Farnsworth sitting at a desk. He is molding a chemistry model and Mom joins him, similar to the scene from Ghost.] I was working in Mom's laboratories for the third time after twice before realizing how evil she was and vowing never to work for her again. But somehow the rich, wrong stench of her boney charms kept calling me back."
Bender's Game Part 2,Zoidberg," Don't stop, Professor. I'm getting aroused. [His mating fin rises.]"
Bender's Game Part 2,Farnsworth," Back in those days, dark matter was just a worthless inert curiosity, and I was smashing it in a particle accelerator, in an ill-conceived attempt to create a more durable harpsichord wax. But, as Deepak Chopra taught us, quantum physics means anything can happen at any time for no reason. Also, eat plenty of oatmeal and animals never had a war. Who's the real animals? [Small pause.] And thus against all probabilities... it happened. [The dark matter particles in the particle accelerator begin colliding and exploding. A large explosion leaves only a single item - the single non-local metaparticle crystal."
Bender's Game Part 2,Younger Farnsworth, Dang!
Bender's Game Part 2,Farnsworth, I'm sure I don't need to explain that all dark matter in the universe is linked in the form of a single non-local meta-particle.
Bender's Game Part 2,Amy, Guhh! Stop patronizing us.
Bender's Game Part 2,Farnsworth," So, in one instant, I had transformed all dark matter everywhere into a new crystalline form... (Younger Farnsworth to Younger Mom ) ...making it the most potent fuel since primitive man first ignited mastodon flatulence to heat his cave."
Bender's Game Part 2,Younger Mom," I'm intrigued, Hubert. You have my undivided attention."
Bender's Game Part 2,Younger Mom," Shut up, you milk-sucking leeches! A new super fuel, eh? We're rich."
Bender's Game Part 2,Younger Farnsworth," Indeed, we are."
Bender's Game Part 2,Younger Mom," Not you, we. Us, we. [A younger Wernstrom walks into her arm.] I'm getting back together with my ex-husband."
Bender's Game Part 2,Younger Farnsworth, Wernstrom!
Bender's Game Part 2,Younger Wernstrom," You've been played, Farnsworth. Played like a cheap harpsichord."
Bender's Game Part 2,Younger Mom," Walt, fire that employee like Mommy taught you."
Bender's Game Part 2,Leela," Professor, maybe I can help you get even with Mom. I spend most of my time thinking about how to get revenge on a bad boss."
Bender's Game Part 2,Fry," Me, too."
Bender's Game Part 2,Zoidberg, Ditto!
Bender's Game Part 2,Hermes, Likewise.
Bender's Game Part 2,Amy, I made a blinding powder.
Bender's Game Part 2,Farnsworth," Thanks, but that won't be necessary because I have the ultimate weapon. [Cut to the scene when the first crystal was created. A black crystal shoots out of the machine and Farnsworth puts it in his pocket. VO ] You see, in the instant the energy crystal was created, there also came into being an opposite crystal made of pure anti-backwards energy."
Bender's Game Part 2,ALL, Wow!
Bender's Game Part 2,Hermes, So?
Bender's Game Part 2,Farnsworth," So, this! If ever the two crystals should meet, their wave functions would collapse like Raymond Burr's trampoline, once again rendering all dark matter inert and useless as fuel."
Bender's Game Part 2,Hermes, But then we'll have no fuel.
Bender's Game Part 2,Farnsworth," But once we free society from dependence on Mom's dark matter, scientists will finally care enough to develop cleaner, alternative fuels."
Bender's Game Part 2,Fry, Scientists like you!
Bender's Game Part 2,Farnsworth," No, not me. I'm too busy developing makeup for dogs. That's where the money is."
Bender's Game Part 2,Leela, [Her collar is active during her rousing.] This is our chance to teach Mom a lesson. Let's take the anti-crystal and shove it up Mom's regular crystal.
Bender's Game Part 2,ALL, Yeah.
Bender's Game Part 2,Hermes, Fight the power!
Bender's Game Part 2,Farnsworth," There's just one, small problem, and it's a big one. I hid the crystal and I can't remember where."
Bender's Game Part 2,Hermes, Surely it's just a matter of waiting till you next move your bowels and then using a potato masher...
Bender's Game Part 2,Farnsworth," Don't you think I already tried that? No. I'm afraid, the crystal is lost forever."
Bender's Game Part 2,Dwight, Nine? You did it. You outwitted the fungus.
Bender's Game Part 2,ALL, Woohoo!
Bender's Game Part 2,Chinese Boy, Who needs girls?
Bender's Game Part 2,Dr. Perceptron," Since you have all proven resistant to individualized hammer therapy, I now prescribe group therapy."
Bender's Game Part 2,Rosie," Everything must be clean, very clean. That's why the dog had to die. He was a dirty dog. Dirty, dirty. Also, that boy, Elroy. Dirty, dirty."
Bender's Game Part 2,Dr. Perceptron, Who would like to share their feelings?
Bender's Game Part 2,Intercom Assistant, I feel unappreciated at work.
Bender's Game Part 2,Dr. Perceptron, What? I can barely understand you.
Bender's Game Part 2,Intercom Assistant, I said I feel...
